42222173;4967957
154602369;54768222
2663255;2025891
7523303;6241065
2585084;1169649
13329304;12432575
17242757;16259398
1665388;1057808
7799544;5039489
13113957;10681407
3549244;2645637
10966845;10021331
10360765;9446814
13261290;12291208
3275512;2618086
6950266;1438430
7593532;5343277
13206877;12214005
10233646;8039235
9014498;6130991
4256141;1138547
6462229;5906335
8368559;7646957
53211730;46109502
3859393;3278023
8820939;7936229
12354385;10806921
1336120;726483
6571748;5370781
1386113;805955
4612334;3773274
1342274;760463
140789808;125201677
6773134;6214273
1309935;852311
6625595;5154257
9063210;8641985
13413664;12705591
11545567;10756390
12326275;11429305
4760107;4258088
4027167;2821554
8747143;7390501
9849390;6890435
14463903;8109123
11972975;8794787
4638274;4001133
2876147;2163604
5570426;5198904
11119684;10718614
9753637;7504823
17043367;13233422
1057651;685259
6724193;5987763
30507465;29611252
27658079;13935940
31378560;28709174
2051354;1655965
1108144;731690
4714578;4064460
38444209;36146307
5493074;4760509
1005995;654482
1348629;993914
6703474;6114717
1448804;1024282
16908662;16349644
25753454;21203529
29186139;28483291
17426709;16871389
59717688;57623975
74248898;69659868
9325804;5360158
14594853;14238846
16639635;15517740
8282992;7746251
17157272;16631604
16097219;15541912
18498133;17972179
14358831;13465326
7401453;6782252
128495395;121681381
6386799;6008258
6979185;6621978
4548567;1068999
6799600;3716381
13774072;13281457
13274178;12852889
10273004;9827182
9657417;9099075
8800286;8370683
8364590;7804827
19133421;18659178
12951850;12429373
14724663;14250593
14082049;12138049
22127260;21505949
17759067;15188623
2717487;2120848
3243422;2641532
15199877;14700144
17928908;16675664
17612134;10240832
14834859;13400975
17042070;13145963
22614727;703555
201384769;196201903
1015333;663476
4550768;4195072
16310815;15776726
12349333;8999031
13436801;10931223
25306180;24455720
6328469;5777871
135818063;133629989
2810890;2245302
60338804;55547344
115699657;111442770
8307162;6194641
2801902;2447074
9884941;9517702
12168614;3706411
18968948;18416643
20507487;16048734
22274193;21703726
25211737;24570182
24041036;23377622
4950702;4554161
7487747;6989500
8510842;8039762
3174687;2786370
4078750;3692167
15030775;4998897
6306698;3872375
1386456;1044666
1160167;814204
13952300;10838095
3351036;2843014
2975954;2500340
9544497;6582408
8981207;5838519
2765864;2375645
8430909;5159733
2756773;2167664
1144562;763980
2451096;1935504
10853638;9871308
9714936;8931112
3840449;3467783
4473083;3957176
14906350;12033604
17048491;11520237
21229109;20315059
62901882;55649303
3897834;3542585
6728688;4493926
11460116;10353687
8598349;8091923
15649813;13849905
2627649;2101403
7089911;4247975
2119068;1744073
3941592;3409582
30116206;21491288
1495584;1126207
1173896;829937
1080165;665333
3404564;2007100
4245712;3769176
1064352;698580
3489160;2970114
2197555;1416295
2454641;1996746
1014853;665215
4882219;3339542
24498108;13186703
2333089;2000634
1700287;807642
5435053;4929015
1117318;784123
4226806;3712955
4719518;4218750
1063808;722033
52499671;50056999
5153227;4636651
4806419;4288371
4259544;3769672
4563769;4076532
10224446;9708732
11061207;8955117
980436;602717
925790;588028
5619189;4779890
7539970;7182619
13884921;13392582
16321967;15750339
14944223;10940577
20155865;18682546
14630276;11210989
18052176;17360134
204168203;201559462
3501354;3146956
2852784;2515537
6977082;6563905
1479715;1125385
3380520;3028236
3597622;3205168
10505417;9500916
12648258;8585606
1065525;667830
327591517;255487789
1046223;689578
2484674;2028077
1185266;834693
3964125;3458224
1529624;1179651
3135663;2808104
8611790;8118603
3779511;3329196
11723136;11232618
11123020;9865230
1380503;1014002
6270446;3779117
7631448;732744
7956664;5043615
1011321;674604
12512978;11638566
3097994;2758126
3796777;3451490
4080601;3740840
7150573;6630218
2634131;2180351
21385880;15829029
25520468;23776699
10508133;10055186
23377144;22584698
9873694;9428494
4517025;3998075
2829631;2512662
2412008;2078843
4742364;4313725
905350;579914
4705146;3599338
2226582;1905060
3584812;3269647
4857182;3164486
5269987;4943852
12833051;8781202
35897311;34961216
1610203;1251197
1398829;1054328
47267717;44315337
32123389;31478726
4123183;3581173
4647958;4160119
52702305;51803755
2573040;628024
3385724;2904213
8338835;2298210
958880;632395
7061607;4998806
40038281;38899591
143669915;137463494
5918312;5583682
3375815;2977071
8544332;8204932
9517800;6128634
10224350;9775675
9875081;9437064
12272250;11732755
10844208;10395039
21302848;17514618
2567308;1361085
4548739;4231248
8581984;6392080
4877304;4554708
18810310;18212438
13295800;12876708
10221600;9904809
12680599;11889053
889566;569659
30382041;29890569
2934617;2385719
25621822;21454824
16933017;15857017
5022313;4700696
8365332;8012788
10811470;8126567
6576956;4973059
7069715;3557213
10263037;9939914
5181963;4833142
12245492;11812018
18372766;17768443
17093327;16569437
1015788;668347
9633288;9311388
12054845;11742698
14043839;12942987
17370796;16132877
16433476;16012878
23899106;23358769
23805282;23269249
22018431;21489357
24108512;23520777
4071936;3635757
5288380;4817634
2286374;1876100
6638835;5383670
16471558;15821406
16677402;13755307
20074847;19689100
19634137;19254350
17496811;17036197
18831492;18326198
21518822;14857148
24231799;23490527
38419612;32827404
13401446;13033609
16970396;16523388
19237053;18841407
18141350;17768223
16163080;15798125
14960596;14626375
20356169;19855091
16853926;16472510
28311093;27697374
1797859;1519018
3584741;3140379
39894471;39153471
3260541;2976280
2179883;1899412
7947988;7560613
7022409;6674211
10446442;10081691
11554284;11167080
866120;585299
5072129;4672575
6091688;4413074
7064899;5903190
3607990;3178667
3829542;3542817
3980747;3680479
4575184;4009909
10995855;10519049
16732751;16176244
9765696;9208133
7377268;7009485
6438057;6093361
8140863;7171696
4687861;4288903
1521414;1201160
2711338;2410346
6197504;5817334
11628009;11262092
12352576;11951232
