78752657;36393951
167365138;65546135
7659053;5420553
8795534;7698730
2059144;1274506
9683405;7378382
4278609;2574530
19187337;17675133
6053015;3721707
10800420;9539497
5222293;4289571
6428315;5418896
10883026;9720408
8286736;5773284
2810101;558742
6924716;5082159
2200645;1471041
4461369;2893123
3873201;2398266
5972328;4825582
15092074;12038361
25617221;19305174
6100069;3047831
4239310;1896597
81376400;74068046
6995766;5870658
30135049;23347231
10176859;7712972
1920547;1270950
1171147;483307
2042305;1376507
7073985;6216663
155470945;143606288
2380706;1420547
2549009;1908867
4524152;3461304
1852177;830163
4026991;2559402
7191279;2225418
2803728;1903100
7551553;6221454
1210212;533284
17928008;16692595
1906745;1048949
2169457;1504443
4296082;3439617
14193703;11036494
22308542;21383990
9023094;6077824
18768775;4861834
35047630;33766587
16419781;2769457
21012216;18849912
16376921;1221687
17583062;16389446
23581359;14525302
2491374;1724423
10296122;9180861
11937229;1242977
13467680;968221
25580951;14564809
23530182;21151266
37004055;28402685
5794460;4986958
8067710;2843133
7093585;4467397
10585228;9544215
4652851;3750460
1570681;905899
6738939;5725805
1195386;554024
33180354;32299110
1207368;541563
103706984;92892125
62833243;40257338
7232836;6284446
5069644;4143485
6286720;5519610
5109147;4036839
3002216;2197135
8161958;6224441
1156200;473418
3799017;3095414
2939564;1911132
2325888;1620514
3704088;1633916
2336479;1220123
1428570;689655
3728344;2731955
4090959;3245703
6550311;5767908
3010059;2230763
12201456;11463830
6731127;6050238
10048999;9179131
12344051;11053849
165527645;157327025
7157014;6320430
3525580;1965415
8158114;3585411
5586548;4832796
1058503;448396
2467654;1668065
7902058;7056623
25449682;24613747
2747213;1695095
129472287;110881915
23099121;19932074
10296110;9426534
7318771;2533931
25466525;12830146
1126957;468511
34362915;31679766
246651213;228430917
4409882;3575747
10533859;9399375
3898083;2736201
3042711;1937127
137784307;130859832
218269631;202612688
139068879;137095347
139801630;132170340
101587484;100160886
107838373;105658403
146452786;145601812
34638718;33728371
140446862;139421137
8585187;7689466
164124920;161347745
3993999;3190308
1105489;500885
1725675;571360
13462129;12525823
5386602;4711144
7457128;6793793
8614096;7793156
1169930;513819
10613538;9654317
3754561;2935418
23928848;22982471
3505538;1208653
