82230941;12672558
126504354;7850483
3989793;2523838
1282585;829661
4251715;3420463
1476132;654175
7417171;5507698
6247416;5032316
1594823;809697
1491860;892552
4404318;3600004
3048215;2026663
1033661;586109
2407206;1961132
1081932;649267
2397376;1635300
21188304;15665735
964652;525269
1297254;855742
880944;487727
1114269;758713
3376200;2969361
7144511;6319614
1146104;752436
3228123;2860464
3270549;2625487
3132349;2386055
2781475;2395214
7990136;6949299
2199060;1649836
3864394;2891844
943297;539226
1408976;827391
7097827;6212371
7675288;5468446
1141096;795109
1068569;699883
2670283;2014405
2795704;2166877
1034426;615270
61608668;50675987
1548412;1028821
2332741;1682025
1335110;933384
2658279;1993380
2467519;1938521
2190204;1635417
1094705;671460
38006484;32049538
1339216;809840
1001669;642513
4926605;4227888
2636998;2011401
4876393;4391016
4159506;3642845
1340593;877466
2578834;2224925
2654818;2135901
1071352;638492
1011552;566286
11579858;11042043
5001420;4507102
2366499;1826217
941209;581024
5923074;5077671
885966;506812
1443737;938524
2571965;2242309
1432813;634405
1072959;693097
1146877;767890
992361;628962
2642364;2075248
2227525;1759447
2161226;1684461
2398118;1891866
4522894;3817585
2096152;1656343
2286295;1777262
900669;563829
1127425;783932
1212248;814691
1711337;1296588
3547835;3087019
4265635;3704037
1383882;904927
1099168;626625
1007825;630216
2175494;1677725
2434052;1841253
2190754;1678216
1317862;948528
9672709;8842882
5717216;4899893
6746183;6108297
2169574;1711490
14663996;13625320
2078729;1675096
2860343;2490629
5713284;5080499
2045292;1632330
3803730;1855569
7314075;6887863
6105867;5674478
1571345;1253929
4178394;3803989
5025372;4065778
2836367;2447182
6112156;4962150
4329372;3952687
2522371;1955601
1931782;1669982
2277783;1515833
2281576;1886183
1961989;1519368
7576571;7064790
2155626;1650273
1119335;847974
5312709;4643608
2692705;1239250
3523231;3048163
3314297;2760387
5212377;3640007
6357727;4906276
9117272;8512056
3907547;3507243
4378519;3807336
42726948;37294924
1387511;834793
845060;491841
2160340;1764424
4521053;4010802
23291746;22170736
2551222;2096170
1032025;778092
1934510;1574536
1982808;1569856
1257223;996183
15103164;13984595
1470409;1163475
1111260;706234
828874;548855
697942;461028
746476;514419
3452681;3022328
2176187;1813378
11069667;10457842
10199918;9719472
1916178;1549311
3609583;3214253
6893608;6529491
47947069;45319980
2355400;1875595
2303478;1782728
2808479;2466972
2678821;2313270
756521;509577
2470162;2213909
2460991;2061758
20999464;16898669
2119361;1780911
5262275;4800066
2099750;1652880
2616047;2205982
4216474;3866672
1050304;756221
2004157;1568682
1066832;808188
980364;657538
3844426;3424380
7309779;6622825
1230790;913478
51588287;47620156
3371713;2847033
2323324;1951175
3253817;1935185
1605158;654923
1873885;1636876
1191893;686648
866597;604029
775199;493200
3896528;3032049
1944464;1605270
731975;527975
1632403;1381002
3223134;2740219
1717091;1447593
3693175;3429296
26049958;24002733
830293;621709
3361370;2976459
5372369;4964584
778748;576002
2831971;2535963
2023405;1720314
1002103;792836
1341047;1142955
6951961;6273236
843753;627624
12681264;11973816
19660509;18566439
1128760;861404
1961493;1628801
3520086;3309252
714046;529428
7448477;7230373
5195793;4867930
905551;624469
4462797;4108828
3896400;3576600
18641993;17595533
11620881;11176328
15537408;14885317
1841752;1505777
5016368;4712479
5158838;4783964
2448290;2067614
1017923;832421
2753452;2146887
753426;563573
2790293;2530363
4807652;4474960
2312692;2099464
4474036;4132372
3811078;3229672
1759798;1449413
4773609;4409165
6177705;5924198
1835674;1563482
8911649;8589853
7297814;6781627
4314051;4080504
1783953;1576032
6732835;6399489
663822;477019
2685405;2425289
613296;424070
790719;596840
4515722;4160175
7215059;6948564
1844684;1600539
2962078;2777389
1759622;1471969
1192520;1011407
2187032;1958302
4548547;4199856
866410;675275
6734231;6337734
12068739;11772969
2913606;2542852
1731965;1452815
14526535;13836510
1747497;559505
5492889;3980385
6731686;6391854
1392537;759378
4213962;3430698
13753232;13044853
942301;659415
3697763;3266171
974871;669576
1952936;1622744
772322;586726
641655;452090
1321723;1089103
3495658;3163015
11194507;10807099
973739;740020
3438421;3096779
698760;513739
2985906;1968350
5402698;5067792
1897317;1608123
1029619;722555
2941513;2686171
2777571;2484582
2757295;2425856
7635513;7271993
6935133;6735406
2289458;1881754
7259642;7007532
9306033;9075788
1687941;1478495
3085063;2659474
5608415;5227792
2227655;2030978
1232812;1071457
10817525;10141168
1236668;1034357
759167;560946
18481809;17789816
1749327;1489048
1660345;1377548
4462149;3630378
4598512;4291944
6584343;3368290
1046767;745714
853542;673796
8207424;7259771
1338817;1121147
904908;682871
30110107;28367943
2123915;1835854
4410293;4135132
1800478;1513059
2259142;2002198
5852807;5500257
9300465;8788684
4264949;3908313
786034;593290
1847761;1575399
1732895;1478799
35575740;34277055
878386;601561
2998138;2722027
1640480;1391541
1889807;1619893
1510384;1286163
1936877;1688157
850592;673863
647776;461565
670089;467062
1718595;1495468
6411629;5986510
2243408;1982979
1746438;1487606
1612470;1325677
704774;522302
665300;470562
2061015;1818275
2743775;2468526
6651892;6310819
1223263;1014078
2111356;1717099
1826876;1596945
1603121;1396851
1007663;821289
6374723;6006224
988518;829826
1988003;1742776
4136183;3872962
1752276;1526089
1293213;1123510
6026353;4505760
718206;532266
1350513;1110476
560145;398070
1903450;1639742
2034340;1689125
1900887;1623201
830170;634221
1192309;973514
1751361;1506706
1565826;1357821
9328083;8767020
813107;646751
25158999;23719861
755659;561202
4698334;4363336
1793734;1509125
1876797;1654979
1676568;1466656
